Episode,Reward,Duration,Epsilon,Circles
1022,170.0,201,0.05,1
1023,144.5,170,0.05,1
1024,141.5,164,0.05,1
1025,282.5,326,0.05,2
1026,145.0,171,0.05,1
1027,109.5,120,0.05,1
1028,108.0,117,0.05,1
1029,194.5,230,0.05,1
1030,61.5,84,0.05,0
1031,135.0,151,0.05,1
1032,12.0,25,0.05,0
1033,104.0,109,0.05,1
1034,178.5,218,0.05,1
1035,388.0,437,0.05,3
1036,191.5,224,0.05,1
1037,62.5,86,0.05,0
1038,151.0,183,0.05,1
1039,2.5,6,0.05,0
1040,12.5,26,0.05,0
1041,35.0,51,0.05,0
1042,59.5,80,0.05,0
1043,149.0,179,0.05,1
1044,63.5,88,0.05,0
1045,60.5,82,0.05,0
1046,250.0,281,0.05,2
1047,108.5,118,0.05,1
1048,459.0,539,0.05,3
1049,119.5,140,0.05,1
1050,32.0,45,0.05,0
1051,59.5,80,0.05,0
1052,283.5,328,0.05,2
1053,69.0,99,0.05,0
1054,41.5,64,0.05,0
1055,420.0,481,0.05,3
1056,196.0,233,0.05,1
1057,10.5,22,0.05,0
1058,166.5,194,0.05,1
1059,37.0,55,0.05,0
1060,145.0,171,0.05,1
1061,172.5,206,0.05,1
1062,137.5,156,0.05,1
1063,245.0,271,0.05,2
1064,135.5,152,0.05,1
1065,42.5,66,0.05,0
1066,259.0,299,0.05,2
1067,10.5,22,0.05,0
1068,110.0,121,0.05,1
1069,74.0,109,0.05,0
1070,55.0,71,0.05,0
1071,63.0,87,0.05,0
1072,69.5,100,0.05,0
1073,527.0,595,0.05,4
1074,12.5,26,0.05,0
1075,348.0,417,0.05,2
1076,121.5,144,0.05,1
1077,142.0,165,0.05,1
1078,73.5,108,0.05,0
1079,33.0,47,0.05,0
1080,151.5,184,0.05,1
1081,106.5,114,0.05,1
1082,11.5,24,0.05,0
1083,254.0,289,0.05,2
1084,35.0,51,0.05,0
1085,180.5,222,0.05,1
1086,290.5,342,0.05,2
1087,200.5,242,0.05,1
1088,62.5,86,0.05,0
1089,106.0,113,0.05,1
1090,252.5,286,0.05,2
1091,58.5,78,0.05,0
1092,120.0,141,0.05,1
1093,72.0,105,0.05,0
1094,279.5,320,0.05,2
1095,66.5,94,0.05,0
1096,25.5,32,0.05,0
1097,579.5,660,0.05,4
1098,41.5,64,0.05,0
1099,108.5,118,0.05,1
1100,41.0,63,0.05,0
1101,70.5,102,0.05,0
1102,286.0,333,0.05,2
1103,103.0,107,0.05,1
1104,173.5,208,0.05,1
1105,136.0,153,0.05,1
1106,11.5,24,0.05,0
1107,136.0,153,0.05,1
1108,65.5,92,0.05,0
1109,612.5,706,0.05,4
1110,73.5,108,0.05,0
1111,344.5,410,0.05,2
1112,55.0,71,0.05,0
1113,284.5,330,0.05,2
1114,150.0,181,0.05,1
1115,119.5,140,0.05,1
1116,71.5,104,0.05,0
1117,139.5,160,0.05,1
1118,118.0,137,0.05,1
1119,69.0,99,0.05,0
1120,108.0,117,0.05,1
1121,2.5,6,0.05,0
1122,42.5,66,0.05,0
1123,137.0,155,0.05,1
1124,455.0,531,0.05,3
1125,134.0,149,0.05,1
1126,114.0,129,0.05,1
1127,65.5,92,0.05,0
1128,43.0,67,0.05,0
1129,178.0,217,0.05,1
1130,35.0,51,0.05,0
1131,347.0,415,0.05,2
1132,145.0,171,0.05,1
1133,248.5,278,0.05,2
1134,429.5,500,0.05,3
1135,287.0,335,0.05,2
1136,142.5,166,0.05,1
1137,148.5,178,0.05,1
1138,136.5,154,0.05,1
1139,41.5,64,0.05,0
1140,289.0,339,0.05,2
1141,107.0,115,0.05,1
1142,37.0,55,0.05,0
1143,282.5,326,0.05,2
1144,121.5,144,0.05,1
1145,179.5,220,0.05,1
1146,140.0,161,0.05,1
1147,102.5,106,0.05,1
1148,172.5,206,0.05,1
1149,106.5,114,0.05,1
1150,594.0,689,0.05,4
1151,718.0,817,0.05,5
1152,8.0,17,0.05,0
1153,63.5,88,0.05,0
1154,447.0,515,0.05,3
1155,61.5,84,0.05,0
1156,286.5,334,0.05,2
1157,105.0,111,0.05,1
1158,242.5,266,0.05,2
1159,69.5,100,0.05,0
1160,136.5,154,0.05,1
1161,12.0,25,0.05,0
1162,246.0,273,0.05,2
1163,422.5,486,0.05,3
1164,254.5,290,0.05,2
1165,61.0,83,0.05,0
1166,12.5,26,0.05,0
1167,119.5,140,0.05,1
1168,43.0,67,0.05,0
1169,111.0,123,0.05,1
1170,420.0,481,0.05,3
1171,178.5,218,0.05,1
1172,140.5,162,0.05,1
1173,118.5,138,0.05,1
1174,176.5,214,0.05,1
1175,35.0,51,0.05,0
1176,12.0,25,0.05,0
1177,144.0,169,0.05,1
1178,579.0,659,0.05,4
1179,69.5,100,0.05,0
1180,58.5,78,0.05,0
1181,148.5,178,0.05,1
1182,135.5,152,0.05,1
1183,210.5,262,0.05,1
1184,720.0,821,0.05,5
1185,67.5,96,0.05,0
1186,484.0,569,0.05,3
1187,41.0,63,0.05,0
1188,65.5,92,0.05,0
1189,142.0,165,0.05,1
1190,174.5,210,0.05,1
1191,389.5,440,0.05,3
1192,432.5,506,0.05,3
1193,2.5,6,0.05,0
1194,204.5,250,0.05,1
1195,210.5,262,0.05,1
1196,56.5,74,0.05,0
1197,694.0,789,0.05,5
1198,210.0,261,0.05,1
1199,302.0,345,0.05,2
1200,59.0,79,0.05,0
1201,8.5,18,0.05,0
1202,147.0,175,0.05,1
1203,177.5,216,0.05,1
1204,261.5,304,0.05,2
1205,674.0,769,0.05,5
1206,1009.0,1159,0.05,7
1207,109.0,119,0.05,1
1208,198.5,238,0.05,1
1209,58.5,78,0.05,0
1210,283.5,328,0.05,2
1211,243.0,267,0.05,2
1212,148.0,177,0.05,1
1213,538.5,618,0.05,4
1214,151.5,184,0.05,1
1215,70.0,101,0.05,0
1216,59.5,80,0.05,0
1217,25.0,31,0.05,0
1218,304.5,350,0.05,2
1219,25.0,31,0.05,0
1220,10.0,21,0.05,0
1221,144.5,170,0.05,1
1222,247.5,276,0.05,2
1223,65.0,91,0.05,0
1224,62.5,86,0.05,0
1225,206.5,254,0.05,1
1226,144.5,170,0.05,1
1227,12.5,26,0.05,0
1228,8.0,17,0.05,0
1229,116.5,134,0.05,1
1230,140.0,161,0.05,1
1231,134.0,149,0.05,1
1232,62.5,86,0.05,0
1233,148.5,178,0.05,1
1234,204.0,249,0.05,1
1235,41.5,64,0.05,0
1236,134.0,149,0.05,1
1237,12.5,26,0.05,0
1238,478.0,557,0.05,3
1239,339.0,399,0.05,2
1240,141.0,163,0.05,1
1241,13.0,27,0.05,0
1242,8.0,17,0.05,0
1243,43.0,67,0.05,0
1244,197.0,235,0.05,1
1245,109.0,119,0.05,1
1246,12.0,25,0.05,0
1247,658.0,737,0.05,5
1248,209.5,260,0.05,1
1249,245.5,272,0.05,2
1250,111.5,124,0.05,1
1251,37.0,55,0.05,0
1252,2.5,6,0.05,0
1253,522.5,586,0.05,4
1254,12.5,26,0.05,0
1255,167.0,195,0.05,1
1256,192.0,225,0.05,1
1257,171.0,203,0.05,1
1258,210.0,261,0.05,1
1259,675.5,772,0.05,5
1260,41.0,63,0.05,0
1261,472.0,545,0.05,3
1262,55.0,71,0.05,0
1263,8.5,18,0.05,0
1264,247.5,276,0.05,2
1265,144.5,170,0.05,1
1266,141.0,163,0.05,1
1267,260.0,301,0.05,2
1268,419.5,480,0.05,3
1269,41.0,63,0.05,0
1270,152.5,186,0.05,1
1271,11.5,24,0.05,0
1272,10.5,22,0.05,0
1273,121.0,143,0.05,1
1274,248.5,278,0.05,2
1275,13.0,27,0.05,0
1276,285.0,331,0.05,2
1277,318.0,377,0.05,2
1278,315.5,372,0.05,2
1279,56.5,74,0.05,0
1280,68.0,97,0.05,0
1281,253.5,288,0.05,2
1282,312.0,365,0.05,2
1283,43.0,67,0.05,0
1284,2.5,6,0.05,0
1285,255.0,291,0.05,2
1286,171.0,203,0.05,1
1287,13.0,27,0.05,0
1288,384.0,429,0.05,3
1289,422.0,485,0.05,3
1290,69.5,100,0.05,0
1291,314.0,369,0.05,2
1292,72.5,106,0.05,0
1293,111.5,124,0.05,1
1294,134.0,149,0.05,1
1295,148.5,178,0.05,1
1296,142.5,166,0.05,1
1297,41.0,63,0.05,0
1298,172.0,205,0.05,1
1299,250.0,281,0.05,2
