Episode,Reward,Duration,Epsilon,Circles
122,4.5,10,0.87,0
123,6.0,13,0.87,0
124,7.0,15,0.87,0
125,7.5,16,0.86,0
126,1.5,4,0.86,0
127,2.0,5,0.86,0
128,1.5,4,0.86,0
129,1.5,4,0.86,0
130,2.0,5,0.86,0
131,1.5,4,0.86,0
132,1.5,4,0.86,0
133,7.0,15,0.86,0
134,1.5,4,0.86,0
135,7.0,15,0.86,0
136,1.5,4,0.86,0
137,12.5,26,0.85,0
138,2.5,6,0.85,0
139,12.0,25,0.85,0
140,5.0,11,0.85,0
141,1.5,4,0.85,0
142,2.5,6,0.85,0
143,7.0,15,0.85,0
144,1.5,4,0.85,0
145,1.5,4,0.85,0
146,2.0,5,0.85,0
147,7.5,16,0.84,0
148,1.5,4,0.84,0
149,1.5,4,0.84,0
150,2.0,5,0.84,0
151,2.5,6,0.84,0
152,1.5,4,0.84,0
153,7.5,16,0.84,0
154,2.0,5,0.84,0
155,4.5,10,0.84,0
156,4.5,10,0.84,0
157,4.5,10,0.83,0
158,2.0,5,0.83,0
159,1.5,4,0.83,0
160,2.5,6,0.83,0
161,4.5,10,0.83,0
162,2.5,6,0.83,0
163,7.0,15,0.83,0
164,1.5,4,0.83,0
165,4.5,10,0.83,0
166,4.5,10,0.83,0
167,2.0,5,0.83,0
168,1.5,4,0.83,0
169,4.5,10,0.82,0
170,2.0,5,0.82,0
171,1.5,4,0.82,0
172,10.0,21,0.82,0
173,1.5,4,0.82,0
174,4.5,10,0.82,0
175,6.0,13,0.82,0
176,9.5,20,0.82,0
177,1.5,4,0.82,0
178,4.5,10,0.81,0
179,9.0,19,0.81,0
180,2.5,6,0.81,0
181,19.5,40,0.81,0
182,4.5,10,0.81,0
183,12.5,26,0.80,0
184,7.0,15,0.80,0
185,2.0,5,0.80,0
186,4.5,10,0.80,0
187,1.5,4,0.80,0
188,4.5,10,0.80,0
189,5.0,11,0.80,0
190,4.5,10,0.80,0
191,9.0,19,0.80,0
192,4.5,10,0.79,0
193,4.5,10,0.79,0
194,4.5,10,0.79,0
195,10.0,21,0.79,0
196,1.5,4,0.79,0
197,1.5,4,0.79,0
198,2.5,6,0.79,0
199,1.5,4,0.79,0
200,4.5,10,0.79,0
201,1.5,4,0.79,0
202,2.0,5,0.79,0
203,1.5,4,0.79,0
204,1.5,4,0.78,0
205,4.5,10,0.78,0
206,7.5,16,0.78,0
207,1.5,4,0.78,0
208,1.5,4,0.78,0
209,1.5,4,0.78,0
210,1.5,4,0.78,0
211,1.5,4,0.78,0
212,7.5,16,0.78,0
213,6.0,13,0.78,0
214,2.5,6,0.78,0
215,1.5,4,0.78,0
216,1.5,4,0.78,0
217,4.5,10,0.77,0
218,1.5,4,0.77,0
219,1.5,4,0.77,0
220,1.5,4,0.77,0
221,4.5,10,0.77,0
222,4.5,10,0.77,0
223,8.0,17,0.77,0
224,11.5,24,0.77,0
225,1.5,4,0.77,0
226,1.5,4,0.77,0
227,2.5,6,0.77,0
228,1.5,4,0.77,0
229,1.5,4,0.77,0
230,4.5,10,0.76,0
231,1.5,4,0.76,0
232,1.5,4,0.76,0
233,1.5,4,0.76,0
234,1.5,4,0.76,0
235,1.5,4,0.76,0
236,1.5,4,0.76,0
237,2.0,5,0.76,0
238,1.5,4,0.76,0
239,1.5,4,0.76,0
240,4.5,10,0.76,0
241,1.5,4,0.76,0
242,1.5,4,0.76,0
243,2.0,5,0.76,0
244,1.5,4,0.76,0
245,2.0,5,0.76,0
246,6.0,13,0.76,0
247,2.0,5,0.76,0
248,1.5,4,0.75,0
249,1.5,4,0.75,0
250,1.5,4,0.75,0
251,1.5,4,0.75,0
252,1.5,4,0.75,0
253,1.5,4,0.75,0
254,2.0,5,0.75,0
255,2.5,6,0.75,0
256,2.0,5,0.75,0
257,7.5,16,0.75,0
258,1.5,4,0.75,0
259,4.5,10,0.75,0
260,7.0,15,0.75,0
261,1.5,4,0.75,0
262,10.5,22,0.74,0
263,4.5,10,0.74,0
264,1.5,4,0.74,0
265,1.5,4,0.74,0
266,5.0,11,0.74,0
267,4.5,10,0.74,0
268,4.5,10,0.74,0
269,1.5,4,0.74,0
270,1.5,4,0.74,0
271,4.5,10,0.74,0
272,1.5,4,0.74,0
273,4.5,10,0.74,0
274,4.5,10,0.74,0
275,4.5,10,0.73,0
276,1.5,4,0.73,0
277,1.5,4,0.73,0
278,1.5,4,0.73,0
279,1.5,4,0.73,0
280,2.0,5,0.73,0
281,1.5,4,0.73,0
282,7.5,16,0.73,0
283,1.5,4,0.73,0
284,1.5,4,0.73,0
285,2.5,6,0.73,0
286,2.0,5,0.73,0
287,1.5,4,0.73,0
288,1.5,4,0.73,0
289,1.5,4,0.73,0
290,1.5,4,0.73,0
291,1.5,4,0.73,0
292,7.5,16,0.73,0
293,4.5,10,0.72,0
294,1.5,4,0.72,0
295,4.5,10,0.72,0
296,1.5,4,0.72,0
297,2.0,5,0.72,0
298,1.5,4,0.72,0
299,8.0,17,0.72,0
